TBhypo3463.genome.CDS.2345,group13608
TBhypo3463.genome.CDS.1565,group00634
TBhypo3463.genome.CDS.2221,group06192
TBhypo3463.genome.CDS.1567,group00004
TBhypo3463.genome.CDS.1409,group00002
TBhypo3463.genome.CDS.2089,group07845
TBhypo3463.genome.CDS.2088,group00232
TBhypo3463.genome.CDS.1270,group01567
TBhypo3463.genome.CDS.1436,group04652
TBhypo3463.genome.CDS.2083,group00625
TBhypo3463.genome.CDS.2227,group00843
TBhypo3463.genome.CDS.2081,group00231
TBhypo3463.genome.CDS.2080,group13871
TBhypo3463.genome.CDS.2087,group00563
TBhypo3463.genome.CDS.2086,group00161
TBhypo3463.genome.CDS.1550,group00431
TBhypo3463.genome.CDS.2084,group10680
TBhypo3463.genome.CDS.1432,group10214
TBhypo3463.genome.CDS.1741,group00714
TBhypo3463.genome.CDS.1376,group01234
TBhypo3463.genome.CDS.1506,group13843
TBhypo3463.genome.CDS.1830,group00559
TBhypo3463.genome.CDS.1448,group00962
TBhypo3463.genome.CDS.2343,group00080
TBhypo3463.genome.CDS.1989,group00300
TBhypo3463.genome.CDS.1928,group02462
TBhypo3463.genome.CDS.1885,group00540
TBhypo3463.genome.CDS.1318,group00594
TBhypo3463.genome.CDS.1319,group00595
TBhypo3463.genome.CDS.1242,group01001
TBhypo3463.genome.CDS.1312,group01284
TBhypo3463.genome.CDS.1313,group02652
TBhypo3463.genome.CDS.1310,group02255
TBhypo3463.genome.CDS.1311,group00036
TBhypo3463.genome.CDS.1316,group13870
TBhypo3463.genome.CDS.1317,group11549
TBhypo3463.genome.CDS.1315,group01382
