AAA044O16.genome.CDS.1804,group00809
AAA044O16.genome.CDS.2310,group00174
AAA044O16.genome.CDS.2313,group00087
AAA044O16.genome.CDS.2319,group10948
AAA044O16.genome.CDS.2318,group00171
AAA044O16.genome.CDS.1682,group02435
AAA044O16.genome.CDS.1683,group03079
AAA044O16.genome.CDS.1680,group00616
AAA044O16.genome.CDS.1681,group02535
AAA044O16.genome.CDS.1686,group00688
AAA044O16.genome.CDS.1687,group00611
AAA044O16.genome.CDS.1684,group02762
AAA044O16.genome.CDS.1685,group00328
AAA044O16.genome.CDS.1688,group00715
AAA044O16.genome.CDS.1689,group00764
AAA044O16.genome.CDS.2429,group01420
AAA044O16.genome.CDS.2428,group01001
AAA044O16.genome.CDS.2427,group00011
AAA044O16.genome.CDS.2426,group00039
AAA044O16.genome.CDS.2425,group00947
AAA044O16.genome.CDS.2424,group00802
AAA044O16.genome.CDS.2423,group00074
AAA044O16.genome.CDS.2422,group00894
AAA044O16.genome.CDS.2421,group01187
AAA044O16.genome.CDS.2420,group02017
AAA044O16.genome.CDS.2229,group00569
AAA044O16.genome.CDS.2228,group00504
AAA044O16.genome.CDS.2559,group00566
AAA044O16.genome.CDS.2558,group00675
AAA044O16.genome.CDS.2221,group01565
AAA044O16.genome.CDS.2220,group01393
AAA044O16.genome.CDS.2551,group00389
AAA044O16.genome.CDS.2550,group00426
AAA044O16.genome.CDS.2557,group00271
AAA044O16.genome.CDS.2556,group00239
AAA044O16.genome.CDS.2555,group00717
AAA044O16.genome.CDS.2226,group10940
AAA044O16.genome.CDS.1453,group00138
AAA044O16.genome.CDS.1452,group00323
AAA044O16.genome.CDS.1451,group00484
AAA044O16.genome.CDS.1450,group00547
AAA044O16.genome.CDS.1457,group00976
AAA044O16.genome.CDS.1456,group00133
AAA044O16.genome.CDS.1455,group00831
AAA044O16.genome.CDS.1454,group00480
AAA044O16.genome.CDS.1459,group00183
AAA044O16.genome.CDS.1458,group00880
AAA044O16.genome.CDS.1857,group00345
AAA044O16.genome.CDS.1856,group02764
AAA044O16.genome.CDS.1855,group01080
AAA044O16.genome.CDS.1854,group02942
AAA044O16.genome.CDS.1853,group01050
AAA044O16.genome.CDS.1852,group01110
AAA044O16.genome.CDS.1851,group01134
AAA044O16.genome.CDS.1850,group00339
AAA044O16.genome.CDS.1859,group00347
AAA044O16.genome.CDS.1858,group00346
AAA044O16.genome.CDS.1527,group00966
AAA044O16.genome.CDS.1526,group00553
AAA044O16.genome.CDS.1525,group00665
AAA044O16.genome.CDS.1524,group00640
AAA044O16.genome.CDS.1522,group00877
AAA044O16.genome.CDS.1521,group00222
AAA044O16.genome.CDS.1520,group00769
AAA044O16.genome.CDS.1529,group00526
AAA044O16.genome.CDS.1528,group01765
AAA044O16.genome.CDS.2457,group01332
