Attributes {
	id:kb|g.236059
	source:KBase
	gene_subsystem_hash:HASH(0x5371b978)
	source_id:kb|g.236059
	geneAliasHash:HASH(0x4d6fb008)
	scientific_name:GFM TBepimetabat3256
	domain:Bacteria
	genetic_code:11
	dna_size:1750691
	num_contigs:204
	taxonomy:
	gc_content:
	complete:
	contigset_ref:2603/76/2
}
features (id	type	function	genomeID	delimiter	comment	start	stop	direction	contig	roleList) {
kb|g.236059.CDS.986	CDS	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	kb|g.236059	none		2315	872	-	TBepi.metabat.3256_1007224	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)
kb|g.236059.CDS.987	CDS	Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	kb|g.236059	none		3162	2316	-	TBepi.metabat.3256_1007224	Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)
kb|g.236059.CDS.988	CDS	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	kb|g.236059	none		4061	3152	-	TBepi.metabat.3256_1007224	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)
kb|g.236059.CDS.989	CDS	L-aspartate oxidase (EC 1.4.3.16)	kb|g.236059	none		5653	4057	-	TBepi.metabat.3256_1007224	L-aspartate oxidase (EC 1.4.3.16)
kb|g.236059.CDS.990	CDS	Pantoate--beta-alanine ligase (EC 6.3.2.1)	kb|g.236059	none		6468	5667	-	TBepi.metabat.3256_1007224	Pantoate--beta-alanine ligase (EC 6.3.2.1)
kb|g.236059.CDS.991	CDS		kb|g.236059	;	No annotated function	1219	1336	+	TBepi.metabat.3256_1011473	
kb|g.236059.CDS.992	CDS		kb|g.236059	;	No annotated function	1248	465	-	TBepi.metabat.3256_1011473	
kb|g.236059.CDS.993	CDS		kb|g.236059	;	No annotated function	1323	1671	+	TBepi.metabat.3256_1011473	
kb|g.236059.CDS.994	CDS		kb|g.236059	;	No annotated function	1673	2201	+	TBepi.metabat.3256_1011473	
kb|g.236059.CDS.995	CDS		kb|g.236059	;	No annotated function	2942	2192	-	TBepi.metabat.3256_1011473	
kb|g.236059.CDS.996	CDS		kb|g.236059	;	No annotated function	3835	2941	-	TBepi.metabat.3256_1011473	
kb|g.236059.CDS.997	CDS		kb|g.236059	;	No annotated function	4675	3859	-	TBepi.metabat.3256_1011473	
kb|g.236059.CDS.998	CDS		kb|g.236059	;	No annotated function	14	704	+	TBepi.metabat.3256_1012820	
kb|g.236059.CDS.999	CDS	Aldehyde dehydrogenase (EC 1.2.1.3)	kb|g.236059	none		2127	699	-	TBepi.metabat.3256_1012820	Aldehyde dehydrogenase (EC 1.2.1.3)
kb|g.236059.CDS.1000	CDS		kb|g.236059	;	No annotated function	2273	3551	+	TBepi.metabat.3256_1012820	
kb|g.236059.CDS.1001	CDS	GTP-binding and nucleic acid-binding protein YchF	kb|g.236059	none		7	397	+	TBepi.metabat.3256_1006668	GTP-binding and nucleic acid-binding protein YchF
kb|g.236059.CDS.1002	CDS		kb|g.236059	;	No annotated function	405	882	+	TBepi.metabat.3256_1006668	
kb|g.236059.CDS.1003	CDS	Adenosylhomocysteinase (EC 3.3.1.1)	kb|g.236059	none		1018	2464	+	TBepi.metabat.3256_1006668	Adenosylhomocysteinase (EC 3.3.1.1)
kb|g.236059.CDS.1004	CDS		kb|g.236059	;	No annotated function	3322	2491	-	TBepi.metabat.3256_1006668	
kb|g.236059.CDS.1005	CDS		kb|g.236059	;	No annotated function	4141	3352	-	TBepi.metabat.3256_1006668	
kb|g.236059.CDS.1006	CDS	Manganese transport protein MntH	kb|g.236059	none		5754	4143	-	TBepi.metabat.3256_1006668	Manganese transport protein MntH
kb|g.236059.CDS.1007	CDS		kb|g.236059	;	No annotated function	5753	5888	+	TBepi.metabat.3256_1006668	
kb|g.236059.CDS.1008	CDS	Mg/Co/Ni transporter MgtE / CBS domain	kb|g.236059	none		6761	5954	-	TBepi.metabat.3256_1006668	Mg/Co/Ni transporter MgtE;CBS domain
kb|g.236059.CDS.1009	CDS	Xaa-Pro aminopeptidase (EC 3.4.11.9)	kb|g.236059	none		30	318	+	TBepi.metabat.3256_1013579	Xaa-Pro aminopeptidase (EC 3.4.11.9)
kb|g.236059.CDS.1010	CDS	putative cytochrome P450 hydroxylase	kb|g.236059	none		1557	345	-	TBepi.metabat.3256_1013579	putative cytochrome P450 hydroxylase
kb|g.236059.CDS.1011	CDS		kb|g.236059	;	No annotated function	1744	1558	-	TBepi.metabat.3256_1013579	
kb|g.236059.CDS.1012	CDS		kb|g.236059	;	No annotated function	2272	1834	-	TBepi.metabat.3256_1013579	
kb|g.236059.CDS.1013	CDS		kb|g.236059	;	No annotated function	2367	2934	+	TBepi.metabat.3256_1013579	
kb|g.236059.CDS.1014	CDS		kb|g.236059	;	No annotated function	2930	3668	+	TBepi.metabat.3256_1013579	
kb|g.236059.CDS.1015	CDS		kb|g.236059	;	No annotated function	4180	3670	-	TBepi.metabat.3256_1013579	
kb|g.236059.CDS.1016	CDS	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	kb|g.236059	none		1346	329	-	TBepi.metabat.3256_1006449	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
kb|g.236059.CDS.1017	CDS	Permease of the drug/metabolite transporter (DMT) superfamily	kb|g.236059	none		1407	2280	+	TBepi.metabat.3256_1006449	Permease of the drug/metabolite transporter (DMT) superfamily
kb|g.236059.CDS.1018	CDS	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	kb|g.236059	none		4773	2283	-	TBepi.metabat.3256_1006449	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)
kb|g.236059.CDS.1019	CDS	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	kb|g.236059	none		5855	4781	-	TBepi.metabat.3256_1006449	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)
kb|g.236059.CDS.1020	CDS		kb|g.236059	;	No annotated function	6506	5912	-	TBepi.metabat.3256_1006449	
kb|g.236059.CDS.1021	CDS	LSU ribosomal protein L20p	kb|g.236059	none		6964	6706	-	TBepi.metabat.3256_1006449	LSU ribosomal protein L20p
kb|g.236059.CDS.1022	CDS	Candidate 1: dienelactone hydrolase	kb|g.236059	none		757	1504	+	TBepi.metabat.3256_1006129	Candidate 1: dienelactone hydrolase
kb|g.236059.CDS.1023	CDS		kb|g.236059	;	No annotated function	1505	1787	+	TBepi.metabat.3256_1006129	
kb|g.236059.CDS.1024	CDS		kb|g.236059	;	No annotated function	1817	2456	+	TBepi.metabat.3256_1006129	
kb|g.236059.CDS.1025	CDS	Histidine ammonia-lyase (EC 4.3.1.3)	kb|g.236059	none		4019	2459	-	TBepi.metabat.3256_1006129	Histidine ammonia-lyase (EC 4.3.1.3)
kb|g.236059.CDS.1026	CDS		kb|g.236059	;	No annotated function	4936	4060	-	TBepi.metabat.3256_1006129	
kb|g.236059.CDS.1027	CDS		kb|g.236059	;	No annotated function	4960	5500	+	TBepi.metabat.3256_1006129	
kb|g.236059.CDS.1028	CDS		kb|g.236059	;	No annotated function	5552	6383	+	TBepi.metabat.3256_1006129	
kb|g.236059.CDS.1029	CDS		kb|g.236059	;	No annotated function	6428	6749	+	TBepi.metabat.3256_1006129	
kb|g.236059.CDS.1030	CDS	Cell division protein FtsW	kb|g.236059	none		1679	332	-	TBepi.metabat.3256_1006056	Cell division protein FtsW
kb|g.236059.CDS.1031	CDS	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	kb|g.236059	none		2713	1678	-	TBepi.metabat.3256_1006056	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
kb|g.236059.CDS.1032	CDS	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	kb|g.236059	none		4161	2712	-	TBepi.metabat.3256_1006056	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)
kb|g.236059.CDS.1033	CDS	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	kb|g.236059	none		5954	4157	-	TBepi.metabat.3256_1006056	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)
kb|g.236059.CDS.1034	CDS		kb|g.236059	;	No annotated function	6466	6082	-	TBepi.metabat.3256_1006056	
kb|g.236059.CDS.1035	CDS	rRNA small subunit methyltransferase H	kb|g.236059	none		7221	6594	-	TBepi.metabat.3256_1006056	rRNA small subunit methyltransferase H
kb|g.236059.CDS.1036	CDS		kb|g.236059	;	No annotated function	1363	697	-	TBepi.metabat.3256_1005871	
kb|g.236059.CDS.1037	CDS		kb|g.236059	;	No annotated function	2232	1494	-	TBepi.metabat.3256_1005871	
kb|g.236059.CDS.1038	CDS		kb|g.236059	;	No annotated function	3410	2228	-	TBepi.metabat.3256_1005871	
kb|g.236059.CDS.1039	CDS		kb|g.236059	;	No annotated function	5350	3406	-	TBepi.metabat.3256_1005871	
kb|g.236059.CDS.1040	CDS		kb|g.236059	;	No annotated function	6852	5346	-	TBepi.metabat.3256_1005871	
kb|g.236059.CDS.1041	CDS		kb|g.236059	;	No annotated function	7449	6936	-	TBepi.metabat.3256_1005871	
kb|g.236059.CDS.1042	CDS		kb|g.236059	;	No annotated function	1281	147	-	TBepi.metabat.3256_1008310	
kb|g.236059.CDS.1043	CDS	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	kb|g.236059	none		2752	1321	-	TBepi.metabat.3256_1008310	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6);Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)
kb|g.236059.CDS.1044	CDS		kb|g.236059	;	No annotated function	3708	3078	-	TBepi.metabat.3256_1008310	
kb|g.236059.CDS.1045	CDS	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	kb|g.236059	none		5150	3704	-	TBepi.metabat.3256_1008310	Glutamyl-tRNA synthetase (EC 6.1.1.17);Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)
kb|g.236059.CDS.1046	CDS		kb|g.236059	;	No annotated function	5354	5159	-	TBepi.metabat.3256_1008310	
kb|g.236059.CDS.1047	CDS	Lipid carrier protein or keto acyl-CoA thiolase Ltp3 (EC 2.3.1.16)	kb|g.236059	none		5886	5427	-	TBepi.metabat.3256_1008310	Lipid carrier protein or keto acyl-CoA thiolase Ltp3 (EC 2.3.1.16)
kb|g.236059.CDS.1048	CDS	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	kb|g.236059	none		1070	296	-	TBepi.metabat.3256_1005941	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
kb|g.236059.CDS.1049	CDS		kb|g.236059	;	No annotated function	1192	1492	+	TBepi.metabat.3256_1005941	
kb|g.236059.CDS.1050	CDS	Serine phosphatase RsbU, regulator of sigma subunit	kb|g.236059	none		3003	1500	-	TBepi.metabat.3256_1005941	Serine phosphatase RsbU, regulator of sigma subunit
kb|g.236059.CDS.1051	CDS	Histidinol-phosphatase (EC 3.1.3.15)	kb|g.236059	none		3883	2986	-	TBepi.metabat.3256_1005941	Histidinol-phosphatase (EC 3.1.3.15)
kb|g.236059.CDS.1052	CDS		kb|g.236059	;	No annotated function	4134	3900	-	TBepi.metabat.3256_1005941	
kb|g.236059.CDS.1053	CDS	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	kb|g.236059	none		4196	5336	+	TBepi.metabat.3256_1005941	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)
kb|g.236059.CDS.1054	CDS		kb|g.236059	;	No annotated function	5842	5380	-	TBepi.metabat.3256_1005941	
kb|g.236059.CDS.1055	CDS		kb|g.236059	;	No annotated function	6411	5940	-	TBepi.metabat.3256_1005941	
kb|g.236059.CDS.1056	CDS		kb|g.236059	;	No annotated function	6945	6435	-	TBepi.metabat.3256_1005941	
kb|g.236059.CDS.1057	CDS		kb|g.236059	;	No annotated function	7221	6951	-	TBepi.metabat.3256_1005941	
kb|g.236059.CDS.1058	CDS		kb|g.236059	;	No annotated function	408	1323	+	TBepi.metabat.3256_1005332	
kb|g.236059.CDS.1059	CDS		kb|g.236059	;	No annotated function	2009	1397	-	TBepi.metabat.3256_1005332	
kb|g.236059.CDS.1060	CDS		kb|g.236059	;	No annotated function	2138	2417	+	TBepi.metabat.3256_1005332	
kb|g.236059.CDS.1061	CDS	Transcriptional regulator, FUR family	kb|g.236059	none		2456	2903	+	TBepi.metabat.3256_1005332	Transcriptional regulator, FUR family
kb|g.236059.CDS.1062	CDS		kb|g.236059	;	No annotated function	2968	3523	+	TBepi.metabat.3256_1005332	
kb|g.236059.CDS.1063	CDS		kb|g.236059	;	No annotated function	3635	4046	+	TBepi.metabat.3256_1005332	
kb|g.236059.CDS.1064	CDS	Cyclohexanone monooxygenase (EC 1.14.13.22)	kb|g.236059	none		4167	5952	+	TBepi.metabat.3256_1005332	Cyclohexanone monooxygenase (EC 1.14.13.22)
kb|g.236059.CDS.1065	CDS		kb|g.236059	;	No annotated function	6261	6456	+	TBepi.metabat.3256_1005332	
kb|g.236059.CDS.1066	CDS	2-nitropropane dioxygenase (EC 1.13.11.32)	kb|g.236059	none		7564	6427	-	TBepi.metabat.3256_1005332	2-nitropropane dioxygenase (EC 1.13.11.32)
kb|g.236059.CDS.1067	CDS		kb|g.236059	;	No annotated function	7902	7641	-	TBepi.metabat.3256_1005332	
kb|g.236059.CDS.1068	CDS		kb|g.236059	;	No annotated function	15	741	+	TBepi.metabat.3256_1005304	
kb|g.236059.CDS.1069	CDS		kb|g.236059	;	No annotated function	756	1233	+	TBepi.metabat.3256_1005304	
kb|g.236059.CDS.1070	CDS		kb|g.236059	;	No annotated function	1501	2152	+	TBepi.metabat.3256_1005304	
kb|g.236059.CDS.1071	CDS		kb|g.236059	;	No annotated function	2456	2147	-	TBepi.metabat.3256_1005304	
kb|g.236059.CDS.1072	CDS		kb|g.236059	;	No annotated function	2608	2728	+	TBepi.metabat.3256_1005304	
kb|g.236059.CDS.1073	CDS		kb|g.236059	;	No annotated function	2746	3718	+	TBepi.metabat.3256_1005304	
kb|g.236059.CDS.1074	CDS	Arsenical pump-driving ATPase (EC 3.6.3.16)	kb|g.236059	none		3714	4782	+	TBepi.metabat.3256_1005304	Arsenical pump-driving ATPase (EC 3.6.3.16)
kb|g.236059.CDS.1075	CDS		kb|g.236059	;	No annotated function	4807	5239	+	TBepi.metabat.3256_1005304	
kb|g.236059.CDS.1076	CDS	Magnesium and cobalt efflux protein CorC	kb|g.236059	none		5235	6081	+	TBepi.metabat.3256_1005304	Magnesium and cobalt efflux protein CorC
kb|g.236059.CDS.1077	CDS		kb|g.236059	;	No annotated function	7463	6230	-	TBepi.metabat.3256_1005304	
kb|g.236059.CDS.1078	CDS		kb|g.236059	;	No annotated function	7947	7500	-	TBepi.metabat.3256_1005304	
kb|g.236059.CDS.1079	CDS	DNA ligase (EC 6.5.1.2)	kb|g.236059	none		3070	1021	-	TBepi.metabat.3256_1005191	DNA ligase (EC 6.5.1.2)
kb|g.236059.CDS.1080	CDS	tRNA-specific 2-thiouridylase MnmA	kb|g.236059	none		4104	3066	-	TBepi.metabat.3256_1005191	tRNA-specific 2-thiouridylase MnmA
kb|g.236059.CDS.1081	CDS	Cysteine desulfurase (EC 2.8.1.7)	kb|g.236059	none		5299	4153	-	TBepi.metabat.3256_1005191	Cysteine desulfurase (EC 2.8.1.7)
kb|g.236059.CDS.1082	CDS	Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16)	kb|g.236059	;		6654	5250	-	TBepi.metabat.3256_1005191	Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24);Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16)
kb|g.236059.CDS.1083	CDS	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	kb|g.236059	none		8081	6707	-	TBepi.metabat.3256_1005191	Acetyl-coenzyme A synthetase (EC 6.2.1.1)
kb|g.236059.CDS.1084	CDS		kb|g.236059	;	No annotated function	879	1038	+	TBepi.metabat.3256_1005041	
kb|g.236059.CDS.1085	CDS	Cell division trigger factor (EC 5.2.1.8)	kb|g.236059	none		1057	2428	+	TBepi.metabat.3256_1005041	Cell division trigger factor (EC 5.2.1.8)
kb|g.236059.CDS.1086	CDS	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	kb|g.236059	none		2424	3051	+	TBepi.metabat.3256_1005041	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
kb|g.236059.CDS.1087	CDS	ATP-dependent Clp protease ATP-binding subunit ClpX	kb|g.236059	none		3077	4355	+	TBepi.metabat.3256_1005041	ATP-dependent Clp protease ATP-binding subunit ClpX
kb|g.236059.CDS.1088	CDS		kb|g.236059	;	No annotated function	4356	5682	+	TBepi.metabat.3256_1005041	
kb|g.236059.CDS.1089	CDS	Nucleoside diphosphate kinase (EC 2.7.4.6)	kb|g.236059	none		5761	6121	+	TBepi.metabat.3256_1005041	Nucleoside diphosphate kinase (EC 2.7.4.6)
kb|g.236059.CDS.1090	CDS	Rod shape-determining protein MreB	kb|g.236059	none		6208	7237	+	TBepi.metabat.3256_1005041	Rod shape-determining protein MreB
kb|g.236059.CDS.1091	CDS		kb|g.236059	;	No annotated function	7243	8080	+	TBepi.metabat.3256_1005041	
kb|g.236059.CDS.1092	CDS		kb|g.236059	;	No annotated function	3147	1548	-	TBepi.metabat.3256_1005013	
kb|g.236059.CDS.1093	CDS	FKBP-type peptidyl-prolyl cis-trans isomerases 1	kb|g.236059	none		3250	3592	+	TBepi.metabat.3256_1005013	FKBP-type peptidyl-prolyl cis-trans isomerases 1
kb|g.236059.CDS.1094	CDS		kb|g.236059	;	No annotated function	3709	4624	+	TBepi.metabat.3256_1005013	
kb|g.236059.CDS.1095	CDS		kb|g.236059	;	No annotated function	4706	5609	+	TBepi.metabat.3256_1005013	
kb|g.236059.CDS.1096	CDS		kb|g.236059	;	No annotated function	5741	6131	+	TBepi.metabat.3256_1005013	
kb|g.236059.CDS.1097	CDS		kb|g.236059	;	No annotated function	6313	6175	-	TBepi.metabat.3256_1005013	
kb|g.236059.CDS.1098	CDS		kb|g.236059	;	No annotated function	6312	7053	+	TBepi.metabat.3256_1005013	
kb|g.236059.CDS.1099	CDS	Uncharacterized protein, similar to the N-terminal domain of Lon protease	kb|g.236059	none		7720	7075	-	TBepi.metabat.3256_1005013	Uncharacterized protein, similar to the N-terminal domain of Lon protease
kb|g.236059.CDS.1100	CDS		kb|g.236059	;	No annotated function	8121	7761	-	TBepi.metabat.3256_1005013	
kb|g.236059.CDS.1101	CDS		kb|g.236059	;	No annotated function	3493	1162	-	TBepi.metabat.3256_1006463	
kb|g.236059.CDS.1102	CDS		kb|g.236059	;	No annotated function	3989	3485	-	TBepi.metabat.3256_1006463	
kb|g.236059.CDS.1103	CDS	Na+/H+ antiporter NhaA type	kb|g.236059	none		4085	5288	+	TBepi.metabat.3256_1006463	Na+/H+ antiporter NhaA type
kb|g.236059.CDS.1104	CDS	Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)	kb|g.236059	none		5317	6283	+	TBepi.metabat.3256_1006463	Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)
kb|g.236059.CDS.1105	CDS	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	kb|g.236059	none		6934	6283	-	TBepi.metabat.3256_1006463	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)
kb|g.236059.CDS.1106	CDS	Mobile element protein	kb|g.236059	none		1	379	+	TBepi.metabat.3256_1004935	Mobile element protein
kb|g.236059.CDS.1107	CDS		kb|g.236059	;	No annotated function	1091	1403	+	TBepi.metabat.3256_1004935	
kb|g.236059.CDS.1108	CDS		kb|g.236059	;	No annotated function	1402	1549	+	TBepi.metabat.3256_1004935	
kb|g.236059.CDS.1109	CDS		kb|g.236059	;	No annotated function	1649	2831	+	TBepi.metabat.3256_1004935	
kb|g.236059.CDS.1110	CDS		kb|g.236059	;	No annotated function	2827	4192	+	TBepi.metabat.3256_1004935	
kb|g.236059.CDS.1111	CDS		kb|g.236059	;	No annotated function	4212	4959	+	TBepi.metabat.3256_1004935	
kb|g.236059.CDS.1112	CDS		kb|g.236059	;	No annotated function	6610	4963	-	TBepi.metabat.3256_1004935	
kb|g.236059.CDS.1113	CDS		kb|g.236059	;	No annotated function	6826	6997	+	TBepi.metabat.3256_1004935	
kb|g.236059.CDS.1114	CDS		kb|g.236059	;	No annotated function	6968	8126	+	TBepi.metabat.3256_1004935	
kb|g.236059.CDS.1115	CDS	Protein serine/threonine phosphatase PrpC, regulation of stationary phase	kb|g.236059	none		1871	428	-	TBepi.metabat.3256_1004786	Protein serine/threonine phosphatase PrpC, regulation of stationary phase
kb|g.236059.CDS.1116	CDS		kb|g.236059	;	No annotated function	2338	1867	-	TBepi.metabat.3256_1004786	
kb|g.236059.CDS.1117	CDS		kb|g.236059	;	No annotated function	2995	2347	-	TBepi.metabat.3256_1004786	
kb|g.236059.CDS.1118	CDS	Cell division protein FtsH (EC 3.4.24.-)	kb|g.236059	none		3264	4536	+	TBepi.metabat.3256_1004786	Cell division protein FtsH (EC 3.4.24.-)
kb|g.236059.CDS.1119	CDS		kb|g.236059	;	No annotated function	4645	4519	-	TBepi.metabat.3256_1004786	
kb|g.236059.CDS.1120	CDS		kb|g.236059	;	No annotated function	4616	5132	+	TBepi.metabat.3256_1004786	
kb|g.236059.CDS.1121	CDS		kb|g.236059	;	No annotated function	5336	6854	+	TBepi.metabat.3256_1004786	
kb|g.236059.CDS.1122	CDS		kb|g.236059	;	No annotated function	372	1167	+	TBepi.metabat.3256_1004763	
kb|g.236059.CDS.1123	CDS		kb|g.236059	;	No annotated function	1167	1659	+	TBepi.metabat.3256_1004763	
kb|g.236059.CDS.1124	CDS		kb|g.236059	;	No annotated function	3322	1654	-	TBepi.metabat.3256_1004763	
kb|g.236059.CDS.1125	CDS	Aldehyde dehydrogenase in hypothetical Actinobacterial gene cluster	kb|g.236059	none		3379	4783	+	TBepi.metabat.3256_1004763	Aldehyde dehydrogenase in hypothetical Actinobacterial gene cluster
kb|g.236059.CDS.1126	CDS	Short-chain dehydrogenase/reductase in hypothetical Actinobacterial gene cluster	kb|g.236059	none		4788	5571	+	TBepi.metabat.3256_1004763	Short-chain dehydrogenase/reductase in hypothetical Actinobacterial gene cluster
kb|g.236059.CDS.1127	CDS		kb|g.236059	;	No annotated function	6526	5650	-	TBepi.metabat.3256_1004763	
kb|g.236059.CDS.1128	CDS		kb|g.236059	;	No annotated function	7085	6677	-	TBepi.metabat.3256_1004763	
kb|g.236059.CDS.1129	CDS	Low-specificity L-threonine aldolase (EC 4.1.2.48)	kb|g.236059	none		7145	8171	+	TBepi.metabat.3256_1004763	Low-specificity L-threonine aldolase (EC 4.1.2.48)
kb|g.236059.CDS.1130	CDS		kb|g.236059	;	No annotated function	24	309	+	TBepi.metabat.3256_1004707	
kb|g.236059.CDS.1131	CDS		kb|g.236059	;	No annotated function	305	854	+	TBepi.metabat.3256_1004707	
kb|g.236059.CDS.1132	CDS		kb|g.236059	;	No annotated function	1419	1542	+	TBepi.metabat.3256_1004707	
kb|g.236059.CDS.1133	CDS		kb|g.236059	;	No annotated function	1466	836	-	TBepi.metabat.3256_1004707	
kb|g.236059.CDS.1134	CDS	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	kb|g.236059	none		1590	2562	+	TBepi.metabat.3256_1004707	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)
kb|g.236059.CDS.1135	CDS	Cytochrome c-type biogenesis protein CcdA (DsbD analog)	kb|g.236059	none		2567	3365	+	TBepi.metabat.3256_1004707	Cytochrome c-type biogenesis protein CcdA (DsbD analog)
kb|g.236059.CDS.1136	CDS		kb|g.236059	;	No annotated function	3403	4075	+	TBepi.metabat.3256_1004707	
kb|g.236059.CDS.1137	CDS		kb|g.236059	;	No annotated function	4064	4733	+	TBepi.metabat.3256_1004707	
kb|g.236059.CDS.1138	CDS	Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	kb|g.236059	none		4729	5452	+	TBepi.metabat.3256_1004707	Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE
kb|g.236059.CDS.1139	CDS		kb|g.236059	;	No annotated function	5448	5577	+	TBepi.metabat.3256_1004707	
kb|g.236059.CDS.1140	CDS		kb|g.236059	;	No annotated function	5560	6064	+	TBepi.metabat.3256_1004707	
kb|g.236059.CDS.1141	CDS	Cytochrome c heme lyase subunit CcmF	kb|g.236059	none		6083	8090	+	TBepi.metabat.3256_1004707	Cytochrome c heme lyase subunit CcmF
kb|g.236059.CDS.1142	CDS		kb|g.236059	;	No annotated function	1465	790	-	TBepi.metabat.3256_1004386	
kb|g.236059.CDS.1143	CDS		kb|g.236059	;	No annotated function	1620	1476	-	TBepi.metabat.3256_1004386	
kb|g.236059.CDS.1144	CDS		kb|g.236059	;	No annotated function	2819	1646	-	TBepi.metabat.3256_1004386	
kb|g.236059.CDS.1145	CDS	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)	kb|g.236059	none		2949	4122	+	TBepi.metabat.3256_1004386	3-ketoacyl-CoA thiolase (EC 2.3.1.16);Acetyl-CoA acetyltransferase (EC 2.3.1.9)
kb|g.236059.CDS.1146	CDS	Enoyl-CoA hydratase (EC 4.2.1.17)	kb|g.236059	none		4125	4926	+	TBepi.metabat.3256_1004386	Enoyl-CoA hydratase (EC 4.2.1.17)
kb|g.236059.CDS.1147	CDS		kb|g.236059	;	No annotated function	4922	5687	+	TBepi.metabat.3256_1004386	
kb|g.236059.CDS.1148	CDS		kb|g.236059	;	No annotated function	6849	5682	-	TBepi.metabat.3256_1004386	
kb|g.236059.CDS.1149	CDS		kb|g.236059	;	No annotated function	7322	6893	-	TBepi.metabat.3256_1004386	
kb|g.236059.CDS.1150	CDS		kb|g.236059	;	No annotated function	8878	7324	-	TBepi.metabat.3256_1004386	
kb|g.236059.CDS.1151	CDS		kb|g.236059	;	No annotated function	973	667	-	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1152	CDS		kb|g.236059	;	No annotated function	1690	1009	-	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1153	CDS	Nucleoside-diphosphate-sugar epimerases	kb|g.236059	none		1793	2702	+	TBepi.metabat.3256_1004191	Nucleoside-diphosphate-sugar epimerases
kb|g.236059.CDS.1154	CDS		kb|g.236059	;	No annotated function	2932	3193	+	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1155	CDS		kb|g.236059	;	No annotated function	3189	4419	+	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1156	CDS		kb|g.236059	;	No annotated function	4528	4414	-	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1157	CDS		kb|g.236059	;	No annotated function	4923	4602	-	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1158	CDS		kb|g.236059	;	No annotated function	4917	6429	+	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1159	CDS		kb|g.236059	;	No annotated function	6472	6997	+	TBepi.metabat.3256_1004191	
kb|g.236059.CDS.1160	CDS		kb|g.236059	;	No annotated function	7033	7327	+	TBepi.metabat.3256_1004191	
