TBhypo3765.genome.CDS.1902,group03757
TBhypo3765.genome.CDS.2695,group07301
TBhypo3765.genome.CDS.2694,group00005
TBhypo3765.genome.CDS.2699,group08001
TBhypo3765.genome.CDS.2698,group00246
TBhypo3765.genome.CDS.1809,group00038
TBhypo3765.genome.CDS.1808,group00481
TBhypo3765.genome.CDS.1802,group01857
TBhypo3765.genome.CDS.1801,group01273
TBhypo3765.genome.CDS.1800,group00761
TBhypo3765.genome.CDS.1807,group00353
TBhypo3765.genome.CDS.1806,group00023
TBhypo3765.genome.CDS.1805,group00023
TBhypo3765.genome.CDS.1804,group04575
TBhypo3765.genome.CDS.2345,group00462
TBhypo3765.genome.CDS.2344,group00298
TBhypo3765.genome.CDS.2347,group00667
TBhypo3765.genome.CDS.2346,group00494
TBhypo3765.genome.CDS.2341,group00208
TBhypo3765.genome.CDS.2340,group00103
TBhypo3765.genome.CDS.2343,group00001
TBhypo3765.genome.CDS.2342,group00171
TBhypo3765.genome.CDS.2349,group00517
TBhypo3765.genome.CDS.2348,group12692
TBhypo3765.genome.CDS.2200,group00002
TBhypo3765.genome.CDS.2201,group00002
TBhypo3765.genome.CDS.2202,group08632
TBhypo3765.genome.CDS.2203,group00661
TBhypo3765.genome.CDS.2204,group00112
TBhypo3765.genome.CDS.2205,group07755
TBhypo3765.genome.CDS.2206,group08031
TBhypo3765.genome.CDS.2207,group05130
TBhypo3765.genome.CDS.2208,group03041
TBhypo3765.genome.CDS.2209,group00560
TBhypo3765.genome.CDS.761,group05127
TBhypo3765.genome.CDS.308,group00050
TBhypo3765.genome.CDS.309,group00050
TBhypo3765.genome.CDS.2114,group04279
TBhypo3765.genome.CDS.2115,group04763
TBhypo3765.genome.CDS.1661,group07315
TBhypo3765.genome.CDS.2117,group01973
TBhypo3765.genome.CDS.2110,group01856
TBhypo3765.genome.CDS.2111,group01384
TBhypo3765.genome.CDS.1665,group01335
TBhypo3765.genome.CDS.1664,group12321
TBhypo3765.genome.CDS.1669,group12746
TBhypo3765.genome.CDS.1668,group12320
TBhypo3765.genome.CDS.2118,group00260
TBhypo3765.genome.CDS.2119,group01564
TBhypo3765.genome.CDS.1472,group01550
TBhypo3765.genome.CDS.1473,group00274
TBhypo3765.genome.CDS.1470,group00401
TBhypo3765.genome.CDS.1471,group03948
TBhypo3765.genome.CDS.1477,group00944
TBhypo3765.genome.CDS.1474,group02687
TBhypo3765.genome.CDS.1475,group01404
TBhypo3765.genome.CDS.1478,group00510
TBhypo3765.genome.CDS.1479,group00168
TBhypo3765.genome.CDS.1586,group00252
TBhypo3765.genome.CDS.1587,group00375
TBhypo3765.genome.CDS.1584,group00296
TBhypo3765.genome.CDS.1582,group00297
TBhypo3765.genome.CDS.1583,group00412
TBhypo3765.genome.CDS.1580,group13099
TBhypo3765.genome.CDS.1581,group00227
TBhypo3765.genome.CDS.1588,group00526
TBhypo3765.genome.CDS.1589,group03349
TBhypo3765.genome.CDS.2015,group02612
TBhypo3765.genome.CDS.2014,group02845
TBhypo3765.genome.CDS.2590,group01635
TBhypo3765.genome.CDS.2019,group13619
TBhypo3765.genome.CDS.2592,group12306
TBhypo3765.genome.CDS.2593,group02132
TBhypo3765.genome.CDS.2594,group00372
TBhypo3765.genome.CDS.2595,group00692
TBhypo3765.genome.CDS.2596,group02850
TBhypo3765.genome.CDS.2597,group00772
TBhypo3765.genome.CDS.2598,group01502
TBhypo3765.genome.CDS.2599,group02495
TBhypo3765.genome.CDS.2378,group01089
TBhypo3765.genome.CDS.2379,group02593
TBhypo3765.genome.CDS.2370,group00056
TBhypo3765.genome.CDS.2371,group00122
TBhypo3765.genome.CDS.2372,group08124
TBhypo3765.genome.CDS.2373,group12282
TBhypo3765.genome.CDS.2374,group07498
TBhypo3765.genome.CDS.2375,group06963
TBhypo3765.genome.CDS.2376,group02494
TBhypo3765.genome.CDS.2377,group00073
TBhypo3765.genome.CDS.1878,group12330
TBhypo3765.genome.CDS.1876,group03405
TBhypo3765.genome.CDS.1877,group04122
TBhypo3765.genome.CDS.1874,group02519
TBhypo3765.genome.CDS.1875,group12331
TBhypo3765.genome.CDS.1872,group05203
TBhypo3765.genome.CDS.1873,group00949
TBhypo3765.genome.CDS.1870,group01205
TBhypo3765.genome.CDS.1871,group00496
TBhypo3765.genome.CDS.2578,group03248
TBhypo3765.genome.CDS.2579,group07954
TBhypo3765.genome.CDS.2572,group03107
TBhypo3765.genome.CDS.2573,group01286
TBhypo3765.genome.CDS.2570,group02300
TBhypo3765.genome.CDS.2571,group00023
TBhypo3765.genome.CDS.2576,group08563
TBhypo3765.genome.CDS.2577,group00474
TBhypo3765.genome.CDS.2574,group01185
TBhypo3765.genome.CDS.2575,group00951
