BIN_15.genome.CDS.1749,group11490
BIN_15.genome.CDS.1497,group05364
BIN_15.genome.CDS.1877,group04025
BIN_15.genome.CDS.1876,group09463
BIN_15.genome.CDS.1874,group10353
BIN_15.genome.CDS.1873,group04177
BIN_15.genome.CDS.1872,group08367
BIN_15.genome.CDS.1871,group02226
BIN_15.genome.CDS.1870,group02076
BIN_15.genome.CDS.1879,group04025
BIN_15.genome.CDS.1415,group04078
BIN_15.genome.CDS.3089,group02229
BIN_15.genome.CDS.2281,group02973
BIN_15.genome.CDS.2280,group00070
BIN_15.genome.CDS.2283,group01996
BIN_15.genome.CDS.2282,group11168
BIN_15.genome.CDS.2285,group09900
BIN_15.genome.CDS.2284,group01637
BIN_15.genome.CDS.2287,group00036
BIN_15.genome.CDS.2286,group00036
BIN_15.genome.CDS.2288,group05300
BIN_15.genome.CDS.2241,group10214
BIN_15.genome.CDS.1701,group00176
BIN_15.genome.CDS.2111,group10007
BIN_15.genome.CDS.2113,group00570
BIN_15.genome.CDS.2112,group02646
BIN_15.genome.CDS.2115,group01296
BIN_15.genome.CDS.2114,group00570
BIN_15.genome.CDS.2117,group02223
BIN_15.genome.CDS.2116,group00113
BIN_15.genome.CDS.2119,group00996
BIN_15.genome.CDS.2118,group04420
BIN_15.genome.CDS.2739,group00678
BIN_15.genome.CDS.2738,group12593
BIN_15.genome.CDS.2731,group11275
BIN_15.genome.CDS.2730,group11743
BIN_15.genome.CDS.2733,group11277
BIN_15.genome.CDS.2732,group00290
BIN_15.genome.CDS.2735,group12825
BIN_15.genome.CDS.2734,group08423
BIN_15.genome.CDS.2737,group02754
BIN_15.genome.CDS.2736,group02533
BIN_15.genome.CDS.2609,group11242
BIN_15.genome.CDS.2608,group01601
BIN_15.genome.CDS.2605,group02232
BIN_15.genome.CDS.2604,group11241
BIN_15.genome.CDS.2607,group01506
BIN_15.genome.CDS.2606,group02231
BIN_15.genome.CDS.2601,group02182
BIN_15.genome.CDS.2600,group07383
BIN_15.genome.CDS.2603,group07543
BIN_15.genome.CDS.2602,group01082
BIN_15.genome.CDS.848,group11254
BIN_15.genome.CDS.2503,group08086
BIN_15.genome.CDS.3059,group04715
BIN_15.genome.CDS.2501,group01773
BIN_15.genome.CDS.2425,group00349
BIN_15.genome.CDS.3057,group02410
BIN_15.genome.CDS.2427,group02319
BIN_15.genome.CDS.2426,group01156
BIN_15.genome.CDS.2421,group01750
BIN_15.genome.CDS.2420,group00009
BIN_15.genome.CDS.2423,group00083
BIN_15.genome.CDS.2422,group13701
BIN_15.genome.CDS.2429,group11196
BIN_15.genome.CDS.2428,group11197
BIN_15.genome.CDS.3053,group11935
BIN_15.genome.CDS.3088,group11337
BIN_15.genome.CDS.3051,group11323
BIN_15.genome.CDS.3084,group00225
BIN_15.genome.CDS.3086,group00054
BIN_15.genome.CDS.667,group11204
BIN_15.genome.CDS.3080,group07485
BIN_15.genome.CDS.3081,group11335
BIN_15.genome.CDS.3083,group00240
BIN_15.genome.CDS.2571,group09909
BIN_15.genome.CDS.3066,group01894
BIN_15.genome.CDS.874,group00333
BIN_15.genome.CDS.3064,group06477
BIN_15.genome.CDS.3065,group11328
BIN_15.genome.CDS.873,group00333
BIN_15.genome.CDS.3061,group06026
BIN_15.genome.CDS.3068,group11330
BIN_15.genome.CDS.3069,group08806
BIN_15.genome.CDS.3398,group00442
BIN_15.genome.CDS.3399,group11648
BIN_15.genome.CDS.3468,group00237
BIN_15.genome.CDS.3469,group01001
BIN_15.genome.CDS.3390,group11421
BIN_15.genome.CDS.3391,group03256
BIN_15.genome.CDS.3460,group00375
BIN_15.genome.CDS.3393,group02556
BIN_15.genome.CDS.3466,group00279
BIN_15.genome.CDS.3395,group12928
BIN_15.genome.CDS.3464,group00128
BIN_15.genome.CDS.3465,group00128
BIN_15.genome.CDS.3510,group12549
BIN_15.genome.CDS.3511,group06211
BIN_15.genome.CDS.3264,group01417
BIN_15.genome.CDS.3266,group00042
BIN_15.genome.CDS.3267,group00586
BIN_15.genome.CDS.3260,group00177
BIN_15.genome.CDS.3261,group02380
BIN_15.genome.CDS.3262,group04859
BIN_15.genome.CDS.3263,group08445
BIN_15.genome.CDS.3268,group02147
BIN_15.genome.CDS.3269,group01654
BIN_15.genome.CDS.2322,group00282
BIN_15.genome.CDS.1735,group02548
BIN_15.genome.CDS.2323,group00724
BIN_15.genome.CDS.471,group00212
BIN_15.genome.CDS.2933,group00708
BIN_15.genome.CDS.2932,group02311
BIN_15.genome.CDS.2931,group01891
BIN_15.genome.CDS.2930,group02525
BIN_15.genome.CDS.2937,group00005
BIN_15.genome.CDS.2935,group01825
BIN_15.genome.CDS.2934,group08346
BIN_15.genome.CDS.2939,group01338
BIN_15.genome.CDS.2938,group00832
BIN_15.genome.CDS.507,group00757
BIN_15.genome.CDS.506,group13986
BIN_15.genome.CDS.501,group11544
BIN_15.genome.CDS.1399,group07528
BIN_15.genome.CDS.1640,group06535
BIN_15.genome.CDS.1802,group13795
BIN_15.genome.CDS.1803,group00064
BIN_15.genome.CDS.1800,group11238
BIN_15.genome.CDS.1801,group11247
BIN_15.genome.CDS.1806,group00203
BIN_15.genome.CDS.1807,group00025
BIN_15.genome.CDS.1804,group02209
BIN_15.genome.CDS.1805,group01639
BIN_15.genome.CDS.1808,group00140
BIN_15.genome.CDS.1809,group01234
BIN_15.genome.CDS.3354,group02631
BIN_15.genome.CDS.3355,group02368
BIN_15.genome.CDS.3424,group11427
BIN_15.genome.CDS.3357,group02220
BIN_15.genome.CDS.3350,group00174
BIN_15.genome.CDS.3423,group01301
BIN_15.genome.CDS.1730,group02520
BIN_15.genome.CDS.1731,group12228
BIN_15.genome.CDS.1732,group04159
BIN_15.genome.CDS.1733,group01063
BIN_15.genome.CDS.3420,group00332
BIN_15.genome.CDS.1736,group11280
BIN_15.genome.CDS.1737,group02176
BIN_15.genome.CDS.1738,group10358
BIN_15.genome.CDS.1739,group00022
BIN_15.genome.CDS.3421,group00682
BIN_15.genome.CDS.2128,group00723
BIN_15.genome.CDS.2129,group00644
BIN_15.genome.CDS.2124,group01746
BIN_15.genome.CDS.2125,group03118
BIN_15.genome.CDS.2126,group05372
BIN_15.genome.CDS.2127,group00144
BIN_15.genome.CDS.2120,group11069
BIN_15.genome.CDS.2121,group13683
BIN_15.genome.CDS.2122,group00670
BIN_15.genome.CDS.2123,group07174
BIN_15.genome.CDS.2638,group00412
BIN_15.genome.CDS.2639,group00413
BIN_15.genome.CDS.2631,group13210
BIN_15.genome.CDS.2632,group00167
BIN_15.genome.CDS.2633,group07451
BIN_15.genome.CDS.2634,group02797
BIN_15.genome.CDS.2637,group01687
BIN_15.genome.CDS.2388,group03547
BIN_15.genome.CDS.2389,group01338
BIN_15.genome.CDS.2380,group02317
BIN_15.genome.CDS.2381,group01568
BIN_15.genome.CDS.2382,group11185
BIN_15.genome.CDS.2383,group11184
BIN_15.genome.CDS.2384,group10386
BIN_15.genome.CDS.2385,group00231
BIN_15.genome.CDS.2387,group01307
BIN_15.genome.CDS.2410,group01300
BIN_15.genome.CDS.2411,group01907
BIN_15.genome.CDS.2412,group02036
BIN_15.genome.CDS.2413,group07827
BIN_15.genome.CDS.2414,group01282
BIN_15.genome.CDS.2415,group00207
BIN_15.genome.CDS.2416,group00069
BIN_15.genome.CDS.2417,group00510
BIN_15.genome.CDS.2418,group08503
BIN_15.genome.CDS.2419,group05665
BIN_15.genome.CDS.2704,group11264
BIN_15.genome.CDS.2705,group00264
BIN_15.genome.CDS.2254,group00125
BIN_15.genome.CDS.2707,group11269
BIN_15.genome.CDS.2252,group00120
BIN_15.genome.CDS.2253,group10693
BIN_15.genome.CDS.2702,group00476
BIN_15.genome.CDS.2703,group00254
BIN_15.genome.CDS.2708,group02874
BIN_15.genome.CDS.2709,group02874
BIN_15.genome.CDS.2258,group00294
BIN_15.genome.CDS.2259,group00041
BIN_15.genome.CDS.3099,group03670
BIN_15.genome.CDS.3098,group00066
BIN_15.genome.CDS.3093,group08807
BIN_15.genome.CDS.3091,group11339
BIN_15.genome.CDS.3090,group11340
BIN_15.genome.CDS.3097,group05108
BIN_15.genome.CDS.3096,group00163
BIN_15.genome.CDS.3094,group11342
BIN_15.genome.CDS.3075,group11334
BIN_15.genome.CDS.3074,group00495
BIN_15.genome.CDS.640,group12938
BIN_15.genome.CDS.3076,group00483
BIN_15.genome.CDS.3071,group01733
BIN_15.genome.CDS.3070,group00325
BIN_15.genome.CDS.3073,group07755
BIN_15.genome.CDS.861,group11256
BIN_15.genome.CDS.3079,group00433
BIN_15.genome.CDS.868,group11257
BIN_15.genome.CDS.869,group07301
BIN_15.genome.CDS.3479,group12807
BIN_15.genome.CDS.3478,group05389
BIN_15.genome.CDS.3471,group13705
BIN_15.genome.CDS.3470,group09817
BIN_15.genome.CDS.3473,group06017
BIN_15.genome.CDS.3472,group00089
BIN_15.genome.CDS.3475,group06154
BIN_15.genome.CDS.3474,group06154
BIN_15.genome.CDS.3477,group04187
BIN_15.genome.CDS.3476,group00266
BIN_15.genome.CDS.3387,group11420
BIN_15.genome.CDS.3386,group03853
BIN_15.genome.CDS.3385,group00195
BIN_15.genome.CDS.3384,group00164
BIN_15.genome.CDS.3383,group00075
BIN_15.genome.CDS.3382,group03758
BIN_15.genome.CDS.3381,group00182
BIN_15.genome.CDS.3380,group13830
BIN_15.genome.CDS.3389,group05393
BIN_15.genome.CDS.3388,group00530
BIN_15.genome.CDS.260,group10908
BIN_15.genome.CDS.261,group00181
BIN_15.genome.CDS.3273,group00636
BIN_15.genome.CDS.3272,group11377
BIN_15.genome.CDS.3271,group11378
BIN_15.genome.CDS.3270,group00887
BIN_15.genome.CDS.3277,group08262
BIN_15.genome.CDS.3276,group03005
BIN_15.genome.CDS.3275,group01231
BIN_15.genome.CDS.3274,group05270
BIN_15.genome.CDS.3279,group05386
BIN_15.genome.CDS.3278,group02508
BIN_15.genome.CDS.1910,group03544
BIN_15.genome.CDS.468,group01416
BIN_15.genome.CDS.3426,group05838
BIN_15.genome.CDS.1256,group05363
BIN_15.genome.CDS.1255,group06474
BIN_15.genome.CDS.515,group03051
BIN_15.genome.CDS.1652,group00515
BIN_15.genome.CDS.2256,group01363
BIN_15.genome.CDS.2257,group00166
BIN_15.genome.CDS.2706,group04335
BIN_15.genome.CDS.2700,group00346
BIN_15.genome.CDS.2701,group00347
BIN_15.genome.CDS.1811,group11261
BIN_15.genome.CDS.1813,group00681
BIN_15.genome.CDS.1812,group08437
BIN_15.genome.CDS.1815,group11260
BIN_15.genome.CDS.1814,group05366
BIN_15.genome.CDS.1817,group11259
BIN_15.genome.CDS.1816,group05367
BIN_15.genome.CDS.1819,group07570
BIN_15.genome.CDS.1818,group02262
BIN_15.genome.CDS.2251,group00110
BIN_15.genome.CDS.1729,group09140
BIN_15.genome.CDS.1728,group07642
BIN_15.genome.CDS.1727,group01938
BIN_15.genome.CDS.1726,group12383
BIN_15.genome.CDS.2804,group00321
BIN_15.genome.CDS.1721,group11467
BIN_15.genome.CDS.1720,group11466
BIN_15.genome.CDS.2139,group02367
BIN_15.genome.CDS.2138,group00142
BIN_15.genome.CDS.2133,group00636
BIN_15.genome.CDS.2131,group00665
BIN_15.genome.CDS.2130,group08493
BIN_15.genome.CDS.2137,group02190
BIN_15.genome.CDS.2136,group12610
BIN_15.genome.CDS.2135,group01386
BIN_15.genome.CDS.2134,group12328
BIN_15.genome.CDS.2397,group00504
BIN_15.genome.CDS.2396,group00153
BIN_15.genome.CDS.2395,group00604
BIN_15.genome.CDS.2394,group00603
BIN_15.genome.CDS.2393,group13084
BIN_15.genome.CDS.2392,group12456
BIN_15.genome.CDS.2391,group02159
BIN_15.genome.CDS.2390,group03750
BIN_15.genome.CDS.2399,group01636
BIN_15.genome.CDS.2398,group02048
BIN_15.genome.CDS.2627,group13943
BIN_15.genome.CDS.2626,group02611
BIN_15.genome.CDS.2625,group02207
BIN_15.genome.CDS.2624,group00011
BIN_15.genome.CDS.2623,group10110
BIN_15.genome.CDS.2622,group10110
BIN_15.genome.CDS.2620,group08631
BIN_15.genome.CDS.2629,group00226
BIN_15.genome.CDS.2628,group01206
BIN_15.genome.CDS.2409,group08051
BIN_15.genome.CDS.2408,group00471
BIN_15.genome.CDS.2407,group02814
BIN_15.genome.CDS.2406,group00012
BIN_15.genome.CDS.2405,group01281
BIN_15.genome.CDS.2404,group10155
BIN_15.genome.CDS.2403,group00503
BIN_15.genome.CDS.2402,group13748
BIN_15.genome.CDS.2401,group00671
BIN_15.genome.CDS.2400,group00343
BIN_15.genome.CDS.2245,group07958
BIN_15.genome.CDS.2244,group00193
BIN_15.genome.CDS.2247,group00086
BIN_15.genome.CDS.2710,group00191
BIN_15.genome.CDS.2717,group09937
BIN_15.genome.CDS.2240,group00012
BIN_15.genome.CDS.2715,group11271
BIN_15.genome.CDS.2242,group11549
BIN_15.genome.CDS.2719,group09700
BIN_15.genome.CDS.2249,group00040
BIN_15.genome.CDS.3041,group00045
BIN_15.genome.CDS.3042,group00502
BIN_15.genome.CDS.3043,group00255
BIN_15.genome.CDS.3044,group04318
BIN_15.genome.CDS.3045,group00056
BIN_15.genome.CDS.3046,group00575
BIN_15.genome.CDS.3047,group06511
BIN_15.genome.CDS.3048,group01084
BIN_15.genome.CDS.3049,group02313
BIN_15.genome.CDS.671,group11203
BIN_15.genome.CDS.3077,group11729
BIN_15.genome.CDS.3444,group13725
BIN_15.genome.CDS.3445,group11434
BIN_15.genome.CDS.3446,group00539
BIN_15.genome.CDS.3447,group11439
BIN_15.genome.CDS.984,group01407
BIN_15.genome.CDS.3442,group11437
BIN_15.genome.CDS.3443,group11436
BIN_15.genome.CDS.3448,group08655
BIN_15.genome.CDS.3449,group00849
BIN_15.genome.CDS.210,group00241
BIN_15.genome.CDS.3072,group07755
BIN_15.genome.CDS.3370,group00043
BIN_15.genome.CDS.3371,group00032
BIN_15.genome.CDS.3288,group01683
BIN_15.genome.CDS.3289,group00040
BIN_15.genome.CDS.3286,group02007
BIN_15.genome.CDS.3287,group11380
BIN_15.genome.CDS.3285,group01886
BIN_15.genome.CDS.3282,group00009
BIN_15.genome.CDS.3280,group02089
BIN_15.genome.CDS.3281,group01674
BIN_15.genome.CDS.188,group00438
BIN_15.genome.CDS.187,group03069
BIN_15.genome.CDS.186,group00438
BIN_15.genome.CDS.451,group01809
BIN_15.genome.CDS.432,group04127
BIN_15.genome.CDS.459,group03104
BIN_15.genome.CDS.698,group03892
BIN_15.genome.CDS.523,group09064
BIN_15.genome.CDS.522,group11166
BIN_15.genome.CDS.521,group11162
BIN_15.genome.CDS.1828,group00074
BIN_15.genome.CDS.1829,group00285
BIN_15.genome.CDS.1538,group08731
BIN_15.genome.CDS.1825,group00025
BIN_15.genome.CDS.1826,group02338
BIN_15.genome.CDS.1827,group01830
BIN_15.genome.CDS.1820,group08723
BIN_15.genome.CDS.1821,group02510
BIN_15.genome.CDS.1822,group02750
BIN_15.genome.CDS.1823,group00221
BIN_15.genome.CDS.2668,group07538
BIN_15.genome.CDS.3206,group00687
BIN_15.genome.CDS.1758,group07954
BIN_15.genome.CDS.1759,group14021
BIN_15.genome.CDS.1752,group03064
BIN_15.genome.CDS.1753,group06577
BIN_15.genome.CDS.1751,group12530
BIN_15.genome.CDS.1756,group00470
BIN_15.genome.CDS.1757,group00170
BIN_15.genome.CDS.1754,group00102
BIN_15.genome.CDS.1755,group00655
BIN_15.genome.CDS.2094,group13634
BIN_15.genome.CDS.2095,group00022
BIN_15.genome.CDS.2096,group14038
BIN_15.genome.CDS.2097,group02646
BIN_15.genome.CDS.2090,group00895
BIN_15.genome.CDS.2091,group00896
BIN_15.genome.CDS.2092,group00820
BIN_15.genome.CDS.2093,group04925
BIN_15.genome.CDS.2099,group11512
BIN_15.genome.CDS.2652,group00196
BIN_15.genome.CDS.2653,group00295
BIN_15.genome.CDS.2650,group00085
BIN_15.genome.CDS.2651,group00101
BIN_15.genome.CDS.2657,group00310
BIN_15.genome.CDS.2654,group00382
BIN_15.genome.CDS.2658,group00023
BIN_15.genome.CDS.2659,group01503
BIN_15.genome.CDS.1637,group03281
BIN_15.genome.CDS.1200,group02078
BIN_15.genome.CDS.2478,group11214
BIN_15.genome.CDS.1201,group01800
BIN_15.genome.CDS.2472,group10357
BIN_15.genome.CDS.2473,group01752
BIN_15.genome.CDS.2470,group01633
BIN_15.genome.CDS.2471,group03618
BIN_15.genome.CDS.2476,group01453
BIN_15.genome.CDS.2477,group00200
BIN_15.genome.CDS.2474,group12257
BIN_15.genome.CDS.2475,group01211
BIN_15.genome.CDS.2270,group12095
BIN_15.genome.CDS.2271,group00051
BIN_15.genome.CDS.2274,group01694
BIN_15.genome.CDS.2275,group01694
BIN_15.genome.CDS.2276,group00452
BIN_15.genome.CDS.2277,group05294
BIN_15.genome.CDS.2278,group10095
BIN_15.genome.CDS.2279,group00070
BIN_15.genome.CDS.2506,group11218
BIN_15.genome.CDS.2507,group11962
BIN_15.genome.CDS.2504,group01073
BIN_15.genome.CDS.2505,group00467
BIN_15.genome.CDS.2502,group06130
BIN_15.genome.CDS.849,group08132
BIN_15.genome.CDS.2500,group00278
BIN_15.genome.CDS.3058,group00691
BIN_15.genome.CDS.844,group11705
BIN_15.genome.CDS.845,group10926
BIN_15.genome.CDS.3055,group01932
BIN_15.genome.CDS.3054,group00949
BIN_15.genome.CDS.664,group00037
BIN_15.genome.CDS.3052,group05875
BIN_15.genome.CDS.2508,group00100
BIN_15.genome.CDS.3050,group00242
BIN_15.genome.CDS.3453,group13787
BIN_15.genome.CDS.3452,group00642
BIN_15.genome.CDS.3451,group00391
BIN_15.genome.CDS.3450,group07404
BIN_15.genome.CDS.3457,group03623
BIN_15.genome.CDS.3456,group01014
BIN_15.genome.CDS.3455,group05065
BIN_15.genome.CDS.3454,group11019
BIN_15.genome.CDS.3459,group00044
BIN_15.genome.CDS.3458,group00435
BIN_15.genome.CDS.2586,group08225
BIN_15.genome.CDS.3299,group04740
BIN_15.genome.CDS.3298,group11384
BIN_15.genome.CDS.3295,group00068
BIN_15.genome.CDS.3294,group01397
BIN_15.genome.CDS.3297,group02633
BIN_15.genome.CDS.3296,group00068
BIN_15.genome.CDS.3291,group04034
BIN_15.genome.CDS.3290,group00589
BIN_15.genome.CDS.3292,group04133
BIN_15.genome.CDS.2584,group00303
BIN_15.genome.CDS.95,group06039
BIN_15.genome.CDS.449,group00084
BIN_15.genome.CDS.1849,group00266
BIN_15.genome.CDS.2898,group11300
BIN_15.genome.CDS.2899,group01191
BIN_15.genome.CDS.1599,group11709
BIN_15.genome.CDS.2894,group11301
BIN_15.genome.CDS.2895,group00175
BIN_15.genome.CDS.2896,group00096
BIN_15.genome.CDS.2897,group12591
BIN_15.genome.CDS.2890,group11302
BIN_15.genome.CDS.2891,group02867
BIN_15.genome.CDS.2892,group03853
BIN_15.genome.CDS.2893,group03853
BIN_15.genome.CDS.3138,group00031
BIN_15.genome.CDS.536,group12934
BIN_15.genome.CDS.1830,group00281
BIN_15.genome.CDS.1523,group11410
BIN_15.genome.CDS.2876,group07498
BIN_15.genome.CDS.2877,group00449
BIN_15.genome.CDS.2874,group12774
BIN_15.genome.CDS.2875,group06479
BIN_15.genome.CDS.2872,group05751
BIN_15.genome.CDS.2873,group01655
BIN_15.genome.CDS.2870,group11293
BIN_15.genome.CDS.2871,group00021
BIN_15.genome.CDS.2878,group00387
BIN_15.genome.CDS.2879,group00348
BIN_15.genome.CDS.138,group08914
BIN_15.genome.CDS.1839,group13363
BIN_15.genome.CDS.1838,group11290
BIN_15.genome.CDS.139,group11946
BIN_15.genome.CDS.1833,group11272
BIN_15.genome.CDS.1832,group00280
BIN_15.genome.CDS.1831,group00215
BIN_15.genome.CDS.1294,group03629
BIN_15.genome.CDS.1837,group03793
BIN_15.genome.CDS.1836,group01361
BIN_15.genome.CDS.1835,group01909
BIN_15.genome.CDS.1834,group00739
